-BEGIN HEADER-,,,,,,,,
2010,127,29.73,27.95,0,1.59,37.12,16.68,34.05
2010,128,27.95,29.32,0,1.82,35.75,15.79,38.79
2010,129,25.91,31.26,1.24,1.2,35.93,17.53,40.17
2010,130,26.13,31.68,0.75,1.54,35.69,17.87,37.57
2010,131,20.12,31.37,0.22,1.74,35.3,17.56,35.78
2010,132,16.72,30.67,0,1.11,31.95,17.85,32.69
2010,133,26.95,29.48,0,1.66,34.9,16.8,36.41
2010,134,27.95,28.83,0,1.35,34.05,16.36,36.16
2010,135,20.99,31.87,0,1.56,34.16,17.35,32.81
2010,136,16.6,32.28,0.03,1.15,32.59,16.91,31.71
2010,137,26.66,28.98,0,1.58,34.54,15.96,29.36
2010,138,24.55,29.41,0,1.61,34.21,15.25,28.32
2010,139,29.51,27.78,0,1.78,35.46,14.04,31.54
2010,140,29.48,27.37,0,1.63,35.55,15.32,27.2
2010,141,26.83,29.14,0,1.49,36.08,15.64,27.03
2010,142,27.47,29.16,0,1.89,35.83,17.27,28.47
2010,143,29.72,28.04,0,2.03,35.53,16.43,30.22
2010,144,25.66,28.89,0,1.94,35.17,14.08,28.4
2010,145,29.61,27.63,0,1.99,34.91,15.12,26.15
2010,146,30.17,27.39,0,2.21,35.13,15.45,25.56
2010,147,30.05,27.32,0,2.19,35.08,15.24,25.18
2010,148,30.54,26.05,0,2.11,34,14.64,23.05
2010,149,31.42,25.87,0,1.7,34.49,12.48,30.53
2010,150,31.34,26.25,0,1.89,35.34,12.84,32.75
2010,151,31.55,26.19,0,1.75,35.38,12.05,36.01
2010,152,29.96,28.32,0.01,1.84,35.36,13.26,48.91
2010,153,30.54,27.67,0.1,1.93,35.24,13.61,44.54
2010,154,30.87,26.69,0.03,1.77,34.62,13.48,39.69
2010,155,29.88,26.14,0,1.05,35.63,13.66,32.24
2010,156,29.76,28.2,0,1.33,36.31,15.19,34.94
2010,157,29.4,29.11,0,1.94,35.44,15.42,37.55
2010,158,28.6,30.59,0,1.74,35.48,16.72,39.13
2010,159,27.95,31.36,3.59,2.25,35.27,17.79,41.05
2010,160,27.27,31.47,0.13,1.84,35.4,18.83,43.72
2010,161,26.36,32.18,0.02,1.99,35.15,18.28,43.72
2010,162,26.63,31.99,0.11,1.82,35.22,16.33,41.27
2010,163,22.39,33.3,3.57,1.48,33.83,16.81,46.66
2010,164,21.4,33.21,12.61,1.06,31.14,17.69,60.82
2010,165,26.84,31.91,4.6,1.64,32.08,17.57,61.19
2010,166,25.57,32.82,2.98,1.55,32.71,17.33,60.87
2010,167,22.36,33.42,1.65,1.77,32.75,18.17,56.63
2010,168,14.62,33.81,11.24,1.53,25.08,19.22,73.96
2010,169,11.65,33.42,11.34,1.6,27.2,18,75.33
2010,170,23.03,31.69,2.22,1.14,28.56,17.1,67.41
2010,171,21.88,32.11,4.31,1.16,30.58,16.67,66.17
2010,172,25.17,31.62,0.55,1.1,27.86,18.48,65.75
2010,173,24.92,32.38,7.6,1.22,30.97,17.9,65.65
2010,174,27.65,32.28,5.12,1.54,31.96,16.94,60.55
2010,175,24.91,32.19,12.99,1.32,28.71,18.18,71.15
2010,176,18.81,33.31,3.02,1.13,27.15,18.34,70.85
2010,177,21.93,32.47,0.14,1.01,28.18,17.68,64.12
2010,178,22.05,32.65,2.11,0.98,26.14,18.81,74.85
2010,179,25.93,32.2,2.69,1.26,31.15,17.63,66.64
2010,180,21.33,33.19,7.84,1.15,27.33,17.97,73.14
2010,181,19.88,32.88,13.12,1.33,25.98,18.81,83.5
2010,182,11.46,32.7,12.68,1.97,25.3,17.1,82.75
2010,183,17.46,32.59,2.74,1.66,27.28,15.66,70.78
2010,184,13.59,32.72,8.94,1.04,24.09,17.13,80.94
2010,185,8.02,32.16,17.21,1.42,23.68,16.58,85.61
2010,186,17.61,32.07,2.51,1.3,25.47,16.18,76.69
2010,187,24.82,31.99,1.11,0.93,29.68,15.34,67.74
2010,188,19.84,33.08,18.05,1.32,27.86,17.79,77.51
2010,189,12.48,33.21,25.17,0.95,24.01,17.51,82.14
2010,190,15.53,32.85,15.82,0.99,25.39,17.38,82.2
2010,191,15.56,33.14,20.93,1.23,24.14,16.89,84.01
2010,192,17.87,33.44,5.31,1.15,26.37,17.11,79.97
2010,193,15.62,33.08,2.13,1.02,25.41,16.99,80.97
2010,194,22.1,32.24,9.31,1.04,24.82,17.36,84.63
2010,195,21.66,32.13,7.42,1.42,26.47,17.82,81.99
2010,196,22.74,32.05,6.85,2.15,26.26,17.74,78.34
2010,197,20.57,32.09,4.59,1.05,27.37,15.83,74
2010,198,26.02,31.42,4.79,1.14,28.22,17.27,73.33
2010,199,26.64,31.49,1.94,1.27,28.47,17.51,71.29
2010,200,22.89,32.5,6.76,1.1,28.39,17.26,72.3
2010,201,23.47,32.41,7.09,0.96,27.22,17.67,75.66
2010,202,22.26,32.08,7.34,1.39,27.76,17.32,75.77
2010,203,21.22,32.55,11.42,1.14,27.83,17.37,75.78
2010,204,17.33,33.6,35.03,1.3,26.2,17.01,80.68
2010,205,12.86,32.39,22.43,1.09,24.56,17.93,86.18
2010,206,17.13,32.84,10.97,1.11,26.71,16.54,80.98
2010,207,18.76,32.59,10.57,0.88,27.21,16.87,76.22
2010,208,15.91,32.93,4.46,0.84,26.33,16.95,79.67
2010,209,18.33,32.96,10.51,0.81,26.8,17.97,79.91
2010,210,17.05,32.37,12.86,1.08,22.18,17.68,82.27
2010,211,21.89,31.83,7.69,1.06,25.76,15.98,79.77
2010,212,20.72,31.84,3.4,0.7,25.79,16.85,79.62
2010,213,24.02,31.22,0.39,0.97,25.67,16.66,77.83
2010,214,26.91,30.96,0.74,1.33,27.93,15.09,67.02
2010,215,25.48,32.04,5.94,1.35,27.95,14.8,72.28
2010,216,23.83,32.25,8.55,1.19,27.23,16.58,75.66
2010,217,21.82,31.97,3.42,1.39,27.08,17.21,77.42
2010,218,18.09,32.46,3.64,1.07,25.02,17.79,79.7
2010,219,18.4,32.68,1.53,0.77,25.57,17.35,80.91
2010,220,21.06,32.81,6.43,0.77,26.91,16.76,79.73
2010,221,21.74,32.66,13.83,0.98,24.08,18.66,88.45
2010,222,20.8,32.79,24.36,1.03,26.9,17.7,80.28
2010,223,24.56,32.09,24.7,0.84,26.68,17.55,81.5
2010,224,22.1,32.38,15.49,0.92,26.79,17.18,77.99
2010,225,13.82,32.95,17.47,1.54,25.24,17.38,84.95
2010,226,16.73,32.54,11.44,1.76,24.69,16.73,84.93
2010,227,16.82,31.74,1.48,1.59,25.18,15.02,81.23
2010,228,18.78,32.56,4.68,1.28,25.51,16.7,81.22
2010,229,18.87,33.16,13.39,1.22,26.15,16.18,79.82
2010,230,16.8,33.01,18.21,1.43,25.15,16.43,84.42
2010,231,20.9,32.52,12.48,1.2,25.05,17.25,84.65
2010,232,21.94,32.2,5.39,1.27,24.93,16.91,83.12
2010,233,21.03,32.44,2.45,1.18,26.58,15.99,78.06
2010,234,22.27,32.14,7.95,1.96,26.1,15.52,80.42
2010,235,25.21,31.34,1.31,1.58,26.68,14.69,73.67
2010,236,25.39,31.65,0.07,1.57,27.93,13.4,73.85
2010,237,23.08,31.74,6.44,2,26.74,15.56,77.96
2010,238,17.93,33.53,6.5,1.62,26.03,16.38,78.05
2010,239,22.28,32.34,2.54,1.07,26.74,15.12,75.63
2010,240,25.12,31.64,2.25,1.02,27.28,17.5,77.92
2010,241,19.93,32.3,3.45,0.96,27.46,17.69,77.48
2010,242,21.16,33.12,9.24,1.22,27.29,17.92,79.98
2010,243,17.85,32.33,11.69,1.68,26.4,17.21,81.59
2010,244,15.93,32.38,4.68,1.96,25.72,16.22,82.28
2010,245,21.3,31.49,1.09,1.63,25.83,15.96,82.42
2010,246,21.18,32.44,5.61,1.42,27.15,16.55,78.04
2010,247,18.86,32.9,5.95,1.19,27,16.03,78.02
2010,248,18.69,33.05,9.14,1.35,26.82,15.05,78.48
2010,249,17.58,33.14,18.58,1.27,25.47,16.61,83.61
2010,250,14.7,32.88,4.26,0.68,25.87,15.96,81.4
2010,251,11.4,32.36,5.46,1.01,25.11,16.64,82.04
2010,252,20.38,32.05,5.7,1.03,26.03,16.76,82.02
2010,253,18.44,32.09,12.14,0.71,26.2,16.74,81.7
2010,254,19.57,32.3,4.05,0.66,25.28,17.17,78.61
2010,255,19.36,32.73,2.2,1.25,26.16,15.65,78.31
2010,256,23.2,31.51,0.34,1.31,26.92,16.47,77.36
2010,257,22.42,31.67,0.9,1.31,26.15,15.38,75.69
2010,258,22.24,31.67,3.65,1.24,27.09,15.14,73.61
2010,259,22.81,31.97,17.31,1.16,27.17,15.09,75.97
2010,260,21.54,32.11,11.78,1.23,27.89,15.96,74.16
2010,261,19.26,33.42,7.11,1.32,27.04,16.03,79.06
2010,262,13.26,33.22,16.93,2.46,24.18,17.19,87.19
2010,263,15.37,32.12,5.33,1.82,24.52,16.24,86.9
2010,264,14.01,32.19,10.23,0.89,25.26,15.09,84.34
2010,265,15.78,32.8,7.06,0.97,24.01,16.9,85.63
2010,266,18.92,32.52,4.49,0.83,26.04,16.48,80.32
2010,267,17.35,32.84,8.24,0.91,24.97,17.6,82.94
2010,268,17.67,32.86,7.71,1.49,25.14,15.22,83.66
2010,269,19.45,31.32,6.56,1.36,24.52,15.94,84.1
2010,270,19.76,31.82,7.18,0.81,24.53,16.21,83.03
2010,271,18.82,32.11,3.54,1.26,25.09,16.19,82.31
2010,272,25.05,29.91,0.19,1.34,27.54,14.6,68.82
2010,273,24.58,29.21,0.14,1.31,26.5,11.43,62.03
2010,274,25.68,27.26,0.05,1.77,25.4,9.83,64.12
2010,275,25.16,26.52,0,1.72,25.34,8.49,65.44
2010,276,23.52,27.78,0,1.99,24.03,11.07,70.04
2010,277,24.11,26.84,0.01,1.83,23.64,10.17,65.82
2010,278,23.83,27.23,0,1.54,23.98,7.2,63.89
2010,279,22.21,28.12,0,1.56,24.86,7.49,68.66
2010,280,23.32,28.27,0,1.47,24.65,9.3,73.36
2010,281,23.3,28.2,0.05,1.22,25.87,9.55,69.64
2010,282,23.06,28.5,0.18,1.08,26.25,10.56,67.98
2010,283,21.52,30.54,0.01,0.95,26.84,11.43,73.24
2010,284,20.04,30.91,0.87,0.91,26.52,14.82,77.7
2010,285,20.4,30.82,0.05,0.66,27.32,14.8,72.09
2010,286,20.48,30.63,0.16,1.32,27.16,14.41,66.54
2010,287,22.12,28.68,0.91,2.63,25.05,12.99,63.26
2010,288,23.56,26.2,0.01,1.68,24.8,9.53,57.67
2010,289,22.68,27.62,0,1.11,26.4,9.98,65.2
2010,290,22,28.01,0,1.21,26.1,13.01,72.67
2010,291,23.46,25.5,0,0.97,26.65,10.43,64.5
2010,292,22.71,26.34,0,1.14,26.49,10.35,66.16
2010,293,22.23,27.08,0,1.19,27.59,10.91,69.14
2010,294,21.54,27.86,0,1.14,27.67,12.83,70.59
2010,295,22.06,27,0.07,1.16,27.17,12.87,71.81
2010,296,22.35,26.71,0,1.17,27.27,12.26,70.87
2010,297,22.86,26.08,0,0.93,28.16,12.35,66.96
2010,298,23.28,25.04,0,1.27,27.85,10.87,58.86
2010,299,23.8,24.25,0,1.06,27.26,10.83,46.72
2010,300,23.07,25.41,0,0.88,28.93,9.79,48.86
2010,301,22.61,25.59,0,2.46,28.3,10.33,53.51
2010,302,21.87,27.53,0,2.71,26.52,12.17,63.26
2010,303,21.59,27.06,0,1.38,27.26,9.18,64.1
2010,304,21.09,28.15,0,1.02,28.31,13.3,66.97
2010,305,20.71,28.59,0,0.89,28.03,14.9,71.21
2010,306,21.65,27.04,0,1.21,27.75,14.4,70.87
2010,307,21.69,25.64,0,1.6,26.17,10.35,59.32
2010,308,22.68,22.74,0,2.93,22.47,6.56,46.85
2010,309,23.02,22.26,0,2.37,23.04,4.26,49.63
2010,310,22.1,22.81,0,1.65,23.9,2.47,41.76
2010,311,21.95,22.63,0,1.39,23.7,2.55,40.96
2010,312,21.75,23.21,0,1.32,23.63,2.45,49.07
2010,313,21.66,24.11,0,1.11,23.67,7.95,50.19
2010,314,20.15,25.17,0,0.97,24.33,10.32,49.83
2010,315,20.4,25.56,0,1.08,26.07,8.44,55.17
2010,316,17.39,26.35,0,1.08,25.47,10.23,54.42
2010,317,20.41,25.5,0,1.29,26.46,9.43,56.5
2010,318,18.6,26.78,0,1.39,24.29,9.4,63.69
2010,319,17.63,26.23,0,1.67,23.08,8.79,71.4
2010,320,21.24,24.02,0,1.27,24.78,8.31,56.76
2010,321,20.55,24.35,0,1.32,25.7,7.21,43.07
2010,322,19.8,25.31,0,1.91,25.02,7.7,57.43
2010,323,17.1,27.55,0,1.27,24.12,9.2,64.02
2010,324,18.31,27.07,0,0.91,26.85,10.4,57.54
2010,325,19.04,26.99,0,1.11,27.57,10.58,59.48
2010,326,19.32,26.69,0,0.99,27.89,11.32,54.7
2010,327,19.39,26.24,0,0.96,28.64,11.53,47.89
2010,328,18.6,25.78,0,1.04,28.07,11.14,53.74
2010,329,16.83,26.8,0,1.34,25.55,12.01,68.23
2010,330,19.08,25.09,0.04,0.86,27.47,10.84,50.36
2010,331,18.13,25.85,0,1.36,26.43,8.89,55.56
2010,332,19.3,25.37,0,1.57,25.27,10.4,62.16
2010,333,19.34,25.08,0,1.42,25.72,9.97,53.44
2010,334,19.96,24.69,0,1.05,27.48,8.22,43.09
2010,335,18.9,25.41,0,1.96,26.36,5.69,50.16
2010,336,19.01,25.34,0,1.01,26.88,9.89,48.58
2010,337,19.12,24.79,0,1.17,26.21,6.76,43.7
2010,338,19.2,24.42,0,1.09,26.25,6.17,35.21
2010,339,19.28,23.7,0,1.4,25.64,5.47,34.13
2010,340,18.67,24.01,0,1.77,23.6,6.41,55.72
2010,341,19.19,24.54,0,1.36,24.92,5.66,59.03
2010,342,18.83,25.02,0,1.53,26.23,9.45,49.73
2010,343,19.61,23.39,0,1.57,24.01,3.8,40.61
2010,344,20.11,21.84,0,1.12,25.22,2.42,27.32
2010,345,19.62,22.71,0,1.02,26.09,6.21,30.92
2010,346,19.11,23.61,0,1.52,26.23,5.45,34.92
2010,347,19.18,23.38,0,1.37,25.62,3.66,46.42
2010,348,18.64,23.4,0,1.15,25.34,5.43,45.78
2010,349,19.28,22.99,0,1.18,24.03,7.29,46.08
2010,350,19.54,22.5,0,1.28,22.76,7.41,36.25
2010,351,19.64,22.56,0,1.25,23.84,4.66,36.01
2010,352,19.52,22.98,0,1.1,25.63,5.5,33.78
2010,353,18.97,24.35,0,1.32,25.68,6.46,44.27
2010,354,18.78,24.97,0,1.16,25.67,8.01,55.15
2010,355,18.55,25.31,0,0.81,26.53,7.44,56.64
2010,356,18.42,25.16,0,0.99,26.74,8.85,47.01
2010,357,18.5,24.66,0,1.12,25.92,7.48,44.79
2010,358,18.75,24.16,0,1,25.63,10.85,44.1
2010,359,18.03,24.37,0,1.23,23.89,6.15,50.84
2010,360,16.74,25.8,0,1.36,22.79,8.37,62.35
2010,361,16.17,27.24,0,1.34,23.09,10.03,61.22
2010,362,18.76,24.05,0,1.83,22.44,7.92,59.94
2010,363,19.44,23.25,0,2.01,22.53,6.99,50.25
2010,364,19.99,21.96,0,1.99,22.41,3.66,42.98
2010,365,17.76,23.54,0,1.84,22.48,3.43,35.15
